epoch,acc,loss,lr,mean_io_u_1,val_acc,val_loss,val_mean_io_u_1
7,0.9958692193031311,0.03203979879617691,1e-04,0.4000000059604645,0.9925086498260498,0.04071563109755516,0.4000000059604645
8,0.9964092969894409,0.02534640207886696,1e-04,0.40000006556510925,0.9928511381149292,0.0368012860417366,0.4000000059604645
9,0.9967267513275146,0.020776070654392242,1e-04,0.40000003576278687,0.9938719272613525,0.030992377549409866,0.4000000059604645
10,0.9968935251235962,0.01767612248659134,1e-04,0.4000000059604645,0.9936028718948364,0.029298007488250732,0.4000000059604645
11,0.9969862103462219,0.0154959075152874,1e-04,0.40000003576278687,0.99391770362854,0.02742845006287098,0.4000000059604645
12,0.9971562027931213,0.013456789776682854,1e-04,0.40000003576278687,0.9920327067375183,0.03163500130176544,0.4000000059604645
13,0.9972320795059204,0.012066975235939026,1e-04,0.4000001549720764,0.9941163659095764,0.025446128100156784,0.4000000059604645
14,0.9972971677780151,0.010992254130542278,1e-04,0.40000006556510925,0.9923622012138367,0.02900075539946556,0.4000000059604645
15,0.99736487865448,0.010078221559524536,1e-04,0.4000001549720764,0.994767427444458,0.02191198244690895,0.4000000059604645
16,0.9974349141120911,0.009294014424085617,1e-04,0.40000131726264954,0.9946162104606628,0.021778520196676254,0.4000000059604645
17,0.9975045919418335,0.00860594306141138,1e-04,0.40000012516975403,0.9943357110023499,0.02272745780646801,0.4000000059604645
18,0.9975166320800781,0.008202304132282734,1e-04,0.4000002443790436,0.9947693943977356,0.021206369623541832,0.4000000059604645
19,0.9975917339324951,0.007716882973909378,1e-04,0.40000036358833313,0.9950136542320251,0.020474491640925407,0.4000000059604645
20,0.9976124167442322,0.007394593674689531,1e-04,0.40000012516975403,0.9946902394294739,0.0207036342471838,0.4000000059604645
21,0.9976608753204346,0.007013346999883652,1e-04,0.40000006556510925,0.9944407343864441,0.02342155948281288,0.4000000059604645
22,0.9976721405982971,0.006813741754740477,1e-04,0.40000036358833313,0.9949767589569092,0.019048728048801422,0.4000000059604645
0,0.9255695343017578,0.6594260334968567,1e-04,0.4000000059604645,0.9799161553382874,0.4733431041240692,0.4000000059604645
1,0.9804075360298157,0.3031102418899536,1e-04,0.4000000059604645,0.979900598526001,0.21649333834648132,0.4000000059604645
2,0.9815216064453125,0.18430526554584503,1e-04,0.4000000059604645,0.9809795022010803,0.1444893181324005,0.4000326693058014
3,0.9856690168380737,0.12682557106018066,1e-04,0.4000000059604645,0.9830299615859985,0.11931711435317993,0.40000104904174805
4,0.990649938583374,0.08806604892015457,1e-04,0.4000000059604645,0.9877211451530457,0.08688285946846008,0.40002307295799255
5,0.9925804138183594,0.06309006363153458,1e-04,0.4000002145767212,0.9911165237426758,0.06123766303062439,0.4003756046295166
6,0.9938339591026306,0.04712770879268646,1e-04,0.4000000059604645,0.9910024404525757,0.0526464618742466,0.4000040888786316
7,0.9949585199356079,0.03565753623843193,1e-04,0.4000000059604645,0.9921077489852905,0.04441392421722412,0.4000000059604645
8,0.9956453442573547,0.028228923678398132,1e-04,0.4000000059604645,0.9915133118629456,0.04166723042726517,0.4000000059604645
9,0.9962801933288574,0.02250802330672741,1e-04,0.4000000059604645,0.9929745197296143,0.03506968170404434,0.4000000059604645
10,0.9965230822563171,0.019072772935032845,1e-04,0.4000000059604645,0.9942628741264343,0.027844415977597237,0.4000000059604645
11,0.9967954158782959,0.016257908195257187,1e-04,0.4000000059604645,0.9935383200645447,0.029813863337039948,0.4000000059604645
12,0.9969992637634277,0.014118888415396214,1e-04,0.4000000059604645,0.9946696162223816,0.02332603931427002,0.4000000059604645
13,0.9971097111701965,0.012605326250195503,1e-04,0.4000000059604645,0.993248701095581,0.027377422899007797,0.4000000059604645
14,0.9972046613693237,0.011376583948731422,1e-04,0.4000000059604645,0.9946936368942261,0.024796586483716965,0.4000000059604645
15,0.9972816109657288,0.010436227545142174,1e-04,0.4000000059604645,0.9945460557937622,0.021800078451633453,0.4000000059604645
16,0.9973345398902893,0.009702128358185291,1e-04,0.4000000059604645,0.9949768781661987,0.019513538107275963,0.4000000059604645
0,0.9063045978546143,0.8020181655883789,1e-04,0.4000000059604645,0.9798736572265625,0.5786556005477905,0.4000000059604645
1,0.9800888895988464,0.39567631483078003,1e-04,0.4000000059604645,0.9794465899467468,0.34717708826065063,0.40000972151756287
2,0.9804308414459229,0.24540650844573975,1e-04,0.4000000059604645,0.9795316457748413,0.22362174093723297,0.4000358581542969
3,0.9815050363540649,0.1643400937318802,1e-04,0.4000000059604645,0.9808570742607117,0.1512923687696457,0.4000423848628998
4,0.9831637740135193,0.11981455981731415,1e-04,0.4000000059604645,0.9823483824729919,0.11310562491416931,0.40007254481315613
5,0.984779417514801,0.09166279435157776,1e-04,0.4000000059604645,0.9851880669593811,0.08602023124694824,0.4001292586326599
6,0.9906911849975586,0.0665140151977539,1e-04,0.4000000059604645,0.9896590709686279,0.06544379144906998,0.4000183641910553
7,0.9944856762886047,0.0466340072453022,1e-04,0.4000000059604645,0.9925192594528198,0.048640139400959015,0.40003448724746704
8,0.9955742359161377,0.03512910380959511,1e-04,0.4000000059604645,0.9924659132957458,0.04386693239212036,0.4000175893306732
9,0.9962639212608337,0.02758682146668434,1e-04,0.4000000059604645,0.9929450750350952,0.03730565309524536,0.400020956993103
10,0.9966766834259033,0.022509006783366203,1e-04,0.4000000059604645,0.9940038919448853,0.031574688851833344,0.40002748370170593
11,0.99687659740448,0.018989594653248787,1e-04,0.4000000059604645,0.9946161508560181,0.02772892825305462,0.4000754654407501
12,0.9970134496688843,0.01642320677638054,1e-04,0.4000000059604645,0.9947466254234314,0.02563631907105446,0.40004101395606995
13,0.9971629977226257,0.0143171651288867,1e-04,0.4000000059604645,0.9945423007011414,0.02567574381828308,0.40004023909568787
14,0.9972352385520935,0.012776004150509834,1e-04,0.4000000059604645,0.9948849081993103,0.022761167958378792,0.4000404179096222
15,0.9973098039627075,0.011513693258166313,1e-04,0.40000006556510925,0.9949777722358704,0.02097916230559349,0.40001752972602844
16,0.9973928928375244,0.010447421111166477,1e-04,0.4000000059604645,0.9950796365737915,0.02106933668255806,0.40001705288887024
17,0.9974160194396973,0.009712536819279194,1e-04,0.4000000059604645,0.9950910210609436,0.019439904019236565,0.40001678466796875
18,0.9974279403686523,0.009234526194632053,1e-04,0.4000000059604645,0.9947922825813293,0.02138480730354786,0.4000074863433838
19,0.997550368309021,0.008316798135638237,1e-04,0.4000000059604645,0.994880199432373,0.020458629354834557,0.4000304341316223
20,0.9976082444190979,0.0077941808849573135,1e-04,0.4000000059604645,0.9948708415031433,0.019845981150865555,0.4000108242034912
0,0.8203423023223877,1.0080355405807495,1e-04,0.3999996781349182,0.9798081517219543,0.7199351191520691,0.4000000059604645
1,0.9799596667289734,0.5193020701408386,1e-04,0.3999995291233063,0.9799109101295471,0.4601254165172577,0.4000000059604645
2,0.9803591370582581,0.3604584336280823,1e-04,0.40000006556510925,0.9798702597618103,0.3189930021762848,0.4000000059604645
3,0.980448842048645,0.25735118985176086,1e-04,0.4000000059604645,0.9799168705940247,0.22384081780910492,0.4000000059604645
4,0.9804571866989136,0.19482633471488953,1e-04,0.4000000059604645,0.979917049407959,0.17172853648662567,0.4000000059604645
5,0.9821973443031311,0.14350838959217072,1e-04,0.4000000059604645,0.9832158088684082,0.12616249918937683,0.4000000059604645
6,0.9838904738426208,0.11185580492019653,1e-04,0.4000000059604645,0.9835497140884399,0.10392571985721588,0.4000000059604645
7,0.9862459301948547,0.08970015496015549,1e-04,0.4000000059604645,0.9864539504051208,0.08243266493082047,0.4000000059604645
8,0.99124675989151,0.06723976135253906,1e-04,0.40000003576278687,0.9898703694343567,0.07054135203361511,0.4000000059604645
9,0.9929366111755371,0.05217161774635315,1e-04,0.40000006556510925,0.9876680970191956,0.07149145007133484,0.4000000059604645
10,0.9939625859260559,0.041500192135572433,1e-04,0.40000003576278687,0.9904695153236389,0.053945548832416534,0.4000000059604645
11,0.9948360323905945,0.032909512519836426,1e-04,0.4000000059604645,0.9912652373313904,0.046345293521881104,0.4000000059604645
12,0.9953785538673401,0.027347110211849213,1e-04,0.40000003576278687,0.9924963712692261,0.03832165151834488,0.4000000059604645
13,0.9959203600883484,0.022717799991369247,1e-04,0.4000000059604645,0.9939064979553223,0.03019520454108715,0.4000000059604645
14,0.9963017702102661,0.01923237554728985,1e-04,0.4000000059604645,0.9933558702468872,0.03165357932448387,0.4000000059604645
15,0.9965783953666687,0.016591237857937813,1e-04,0.4000000059604645,0.9937480688095093,0.028326809406280518,0.4000000059604645
16,0.9966602921485901,0.01511992048472166,1e-04,0.40000003576278687,0.9943986535072327,0.025138020515441895,0.4000000059604645
17,0.9968624711036682,0.013296179473400116,1e-04,0.4000002145767212,0.9945467710494995,0.022362280637025833,0.4000000059604645
18,0.9970245957374573,0.011955457739531994,1e-04,0.4000000059604645,0.9947472810745239,0.024727605283260345,0.40000003576278687
19,0.9970901012420654,0.011028160341084003,1e-04,0.4000000059604645,0.9948043823242188,0.022123053669929504,0.4000000059604645
20,0.9971860647201538,0.01017333660274744,1e-04,0.4000003933906555,0.9948511719703674,0.021018173545598984,0.4000000059604645
21,0.9972608089447021,0.0094767976552248,1e-04,0.4000004231929779,0.9949148893356323,0.01999753899872303,0.4000000059604645
22,0.9973032474517822,0.0089369872584939,1e-04,0.40000003576278687,0.9948256611824036,0.022213904187083244,0.4000000059604645
23,0.9973433613777161,0.008508414030075073,1e-04,0.4000003933906555,0.9950730800628662,0.01808779127895832,0.40000006556510925
24,0.9974181056022644,0.00801531970500946,1e-04,0.40000107884407043,0.9948725700378418,0.021496746689081192,0.4000000059604645
25,0.9974613785743713,0.007696265354752541,1e-04,0.4000000059604645,0.9944589734077454,0.023168284446001053,0.4000000059604645
26,0.9974526762962341,0.007556517142802477,1e-04,0.40000104904174805,0.9951974153518677,0.019399533048272133,0.4000001549720764
27,0.9975905418395996,0.006894444115459919,1e-04,0.4000004827976227,0.9947898387908936,0.0199893768876791,0.4000000059604645
28,0.997646152973175,0.006626710295677185,1e-04,0.40000230073928833,0.9946348667144775,0.024352766573429108,0.40000006556510925
29,0.9977274537086487,0.006328396964818239,1e-05,0.4000002443790436,0.9955824017524719,0.014797004871070385,0.4000000059604645
30,0.9978758096694946,0.005823795218020678,1e-05,0.40000009536743164,0.9955787062644958,0.01490863598883152,0.4000000059604645
31,0.9979538917541504,0.005559227894991636,1e-05,0.40000036358833313,0.9955070614814758,0.01527924370020628,0.4000000059604645
32,0.997999370098114,0.0054047503508627415,1e-05,0.4000006318092346,0.9955616593360901,0.015678493306040764,0.4000000059604645
33,0.9980400204658508,0.005266392603516579,1e-05,0.40000230073928833,0.9954999685287476,0.015962716192007065,0.4000000059604645
34,0.9980676770210266,0.005178048275411129,1e-05,0.40000486373901367,0.9954235553741455,0.0163448266685009,0.40000006556510925
35,0.9980321526527405,0.005260641686618328,1e-06,0.40000292658805847,0.9955824613571167,0.015137610957026482,0.40000006556510925
36,0.9980766773223877,0.005124989897012711,1e-06,0.4000040888786316,0.9956364035606384,0.014968128874897957,0.40000009536743164
37,0.9980830550193787,0.005104439333081245,1e-06,0.4000055491924286,0.9956324100494385,0.015058905817568302,0.4000001549720764
38,0.998088002204895,0.005083094350993633,1e-06,0.4000070095062256,0.9956485629081726,0.01503738947212696,0.4000001549720764
39,0.9980996251106262,0.005054976791143417,1e-06,0.4000057876110077,0.9956493377685547,0.015077010728418827,0.4000002145767212
40,0.9980885982513428,0.005068461876362562,1e-07,0.40000563859939575,0.9956355094909668,0.015158165246248245,0.4000001549720764
41,0.9981003999710083,0.005047964863479137,1e-07,0.4000059962272644,0.9956308603286743,0.01518627256155014,0.4000001847743988
42,0.998105525970459,0.005042098928242922,1e-07,0.40000641345977783,0.9956333041191101,0.01517489179968834,0.4000002145767212
43,0.998103678226471,0.005051612854003906,1e-07,0.4000070095062256,0.9956349730491638,0.015169989317655563,0.4000002145767212
44,0.9981042742729187,0.005044819321483374,1e-07,0.4000067412853241,0.9956308603286743,0.015203955583274364,0.4000002145767212
45,0.998114824295044,0.005012725945562124,1e-07,0.40000584721565247,0.9956352710723877,0.015183934941887856,0.4000002443790436
46,0.9981104731559753,0.005025404039770365,1e-07,0.4000066816806793,0.9956309199333191,0.0152116809040308,0.4000002443790436
47,0.9981086850166321,0.005020016338676214,1e-07,0.40000689029693604,0.9956339001655579,0.015191832557320595,0.4000002443790436
48,0.9981105923652649,0.005024690646678209,1e-07,0.4000055491924286,0.9956373572349548,0.015186430886387825,0.40000027418136597
49,0.998112142086029,0.005020144861191511,1e-07,0.4000060558319092,0.9956327080726624,0.015221450477838516,0.40000027418136597
